token,class,prefix,suffix,token_length,alpha_count,digit_count,special_char_count,x_count,contains_fraction,contains_decimal,contains_dash,contains_slash,contains_space,starts_with_letter,starts_with_digit,ends_with_digit,ends_with_letter,numeric_groups,alphabetic_groups,shape_family,material_hint,company_prefix,normalized_token,regex_signature,category,source
S-203,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-203,A|SEP:-|N,,original
S -203,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -203,A|SPACE|SEP:-|N,,original
S--203,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--203,A|SEP:-|SEP:-|N,,augmented
S_-203,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-203,A|SEP:_|SEP:-|N,,augmented
S-203 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-203 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-203,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-203,A|SPACE|A|SEP:-|N,,augmented
Beam-S-203,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-203,A|SEP:-|A|SEP:-|N,,augmented
S-203 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-203 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-203,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-203,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-203,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-203,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-203 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-203 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-203,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-203,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-203,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-203,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-204,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-204,A|SEP:-|N,,original
S -204,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -204,A|SPACE|SEP:-|N,,original
S--204,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--204,A|SEP:-|SEP:-|N,,augmented
S_-204,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-204,A|SEP:_|SEP:-|N,,augmented
S-204 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-204 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-204,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-204,A|SPACE|A|SEP:-|N,,augmented
Beam-S-204,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-204,A|SEP:-|A|SEP:-|N,,augmented
S-204 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-204 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-204,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-204,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-204,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-204,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-204 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-204 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-204,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-204,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-204,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-204,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-205,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-205,A|SEP:-|N,,original
S -205,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -205,A|SPACE|SEP:-|N,,original
S--205,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--205,A|SEP:-|SEP:-|N,,augmented
S_-205,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-205,A|SEP:_|SEP:-|N,,augmented
S-205 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-205 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-205,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-205,A|SPACE|A|SEP:-|N,,augmented
Beam-S-205,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-205,A|SEP:-|A|SEP:-|N,,augmented
S-205 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-205 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-205,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-205,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-205,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-205,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-205 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-205 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-205,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-205,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-205,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-205,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-206,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-206,A|SEP:-|N,,original
S -206,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -206,A|SPACE|SEP:-|N,,original
S--206,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--206,A|SEP:-|SEP:-|N,,augmented
S_-206,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-206,A|SEP:_|SEP:-|N,,augmented
S-206 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-206 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-206,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-206,A|SPACE|A|SEP:-|N,,augmented
Beam-S-206,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-206,A|SEP:-|A|SEP:-|N,,augmented
S-206 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-206 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-206,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-206,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-206,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-206,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-206 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-206 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-206,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-206,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-206,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-206,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-301,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-301,A|SEP:-|N,,original
S -301,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -301,A|SPACE|SEP:-|N,,original
S--301,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--301,A|SEP:-|SEP:-|N,,augmented
S_-301,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-301,A|SEP:_|SEP:-|N,,augmented
S-301 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-301 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-301,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-301,A|SPACE|A|SEP:-|N,,augmented
Beam-S-301,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-301,A|SEP:-|A|SEP:-|N,,augmented
S-301 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-301 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-301,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-301,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-301,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-301,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-301 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-301 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-301,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-301,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-301,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-301,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-311,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-311,A|SEP:-|N,,original
S -311,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -311,A|SPACE|SEP:-|N,,original
S--311,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--311,A|SEP:-|SEP:-|N,,augmented
S_-311,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-311,A|SEP:_|SEP:-|N,,augmented
S-311 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-311 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-311,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-311,A|SPACE|A|SEP:-|N,,augmented
Beam-S-311,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-311,A|SEP:-|A|SEP:-|N,,augmented
S-311 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-311 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-311,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-311,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-311,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-311,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-311 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-311 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-311,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-311,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-311,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-311,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-312,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-312,A|SEP:-|N,,original
S -312,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -312,A|SPACE|SEP:-|N,,original
S--312,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--312,A|SEP:-|SEP:-|N,,augmented
S_-312,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-312,A|SEP:_|SEP:-|N,,augmented
S-312 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-312 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-312,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-312,A|SPACE|A|SEP:-|N,,augmented
Beam-S-312,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-312,A|SEP:-|A|SEP:-|N,,augmented
S-312 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-312 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-312,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-312,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-312,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-312,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-312 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-312 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-312,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-312,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-312,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-312,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-321,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-321,A|SEP:-|N,,original
S -321,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -321,A|SPACE|SEP:-|N,,original
S--321,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--321,A|SEP:-|SEP:-|N,,augmented
S_-321,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-321,A|SEP:_|SEP:-|N,,augmented
S-321 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-321 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-321,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-321,A|SPACE|A|SEP:-|N,,augmented
Beam-S-321,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-321,A|SEP:-|A|SEP:-|N,,augmented
S-321 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-321 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-321,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-321,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-321,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-321,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-321 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-321 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-321,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-321,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-321,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-321,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-322,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-322,A|SEP:-|N,,original
S -322,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -322,A|SPACE|SEP:-|N,,original
S--322,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--322,A|SEP:-|SEP:-|N,,augmented
S_-322,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-322,A|SEP:_|SEP:-|N,,augmented
S-322 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-322 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-322,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-322,A|SPACE|A|SEP:-|N,,augmented
Beam-S-322,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-322,A|SEP:-|A|SEP:-|N,,augmented
S-322 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-322 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-322,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-322,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-322,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-322,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-322 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-322 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-322,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-322,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-322,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-322,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-401,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-401,A|SEP:-|N,,original
S -401,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -401,A|SPACE|SEP:-|N,,original
S--401,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--401,A|SEP:-|SEP:-|N,,augmented
S_-401,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-401,A|SEP:_|SEP:-|N,,augmented
S-401 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-401 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-401,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-401,A|SPACE|A|SEP:-|N,,augmented
Beam-S-401,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-401,A|SEP:-|A|SEP:-|N,,augmented
S-401 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-401 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-401,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-401,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-401,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-401,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-401 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-401 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-401,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-401,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-401,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-401,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-402,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-402,A|SEP:-|N,,original
S -402,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -402,A|SPACE|SEP:-|N,,original
S--402,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--402,A|SEP:-|SEP:-|N,,augmented
S_-402,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-402,A|SEP:_|SEP:-|N,,augmented
S-402 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-402 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-402,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-402,A|SPACE|A|SEP:-|N,,augmented
Beam-S-402,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-402,A|SEP:-|A|SEP:-|N,,augmented
S-402 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-402 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-402,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-402,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-402,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-402,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-402 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-402 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
S Shape S-402,S,S,NONE,13,7,3,1,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE S-402,A|SPACE|A|SPACE|A|SEP:-|N,,augmented
S Shape-S-402,S,S,NONE,13,7,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,S SHAPE-S-402,A|SPACE|A|SEP:-|A|SEP:-|N,,augmented
S-403,S,S,NONE,5,1,3,1,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S-403,A|SEP:-|N,,original
S -403,S,S,NONE,6,1,3,1,0,0,0,1,0,1,1,0,1,0,1,1,S,NONE,NONE,S -403,A|SPACE|SEP:-|N,,original
S--403,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S--403,A|SEP:-|SEP:-|N,,augmented
S_-403,S,S,NONE,6,1,3,2,0,0,0,1,0,0,1,0,1,0,1,1,S,NONE,NONE,S_-403,A|SEP:_|SEP:-|N,,augmented
S-403 A36,S,S,NONE,9,2,5,1,0,0,0,1,0,1,1,0,1,0,2,2,S,A36,NONE,S-403 A36,A|SEP:-|N|SPACE|A|N,,augmented
Beam S-403,S,BEAM,NONE,10,5,3,1,0,0,0,1,0,1,1,0,1,0,1,2,S,NONE,BEAM,BEAM S-403,A|SPACE|A|SEP:-|N,,augmented
Beam-S-403,S,BEAM,NONE,10,5,3,2,0,0,0,1,0,0,1,0,1,0,1,2,S,NONE,BEAM,BEAM-S-403,A|SEP:-|A|SEP:-|N,,augmented
S-403 Beam,S,S,BEAM,10,5,3,1,0,0,0,1,0,1,1,0,0,1,1,2,S,NONE,NONE,S-403 BEAM,A|SEP:-|N|SPACE|A,,augmented
I-Beam S-403,S,I,NONE,12,6,3,2,0,0,0,1,0,1,1,0,1,0,1,3,S,NONE,NONE,I-BEAM S-403,A|SEP:-|A|SPACE|A|SEP:-|N,,augmented
I-Beam-S-403,S,I,NONE,12,6,3,3,0,0,0,1,0,0,1,0,1,0,1,3,S,NONE,NONE,I-BEAM-S-403,A|SEP:-|A|SEP:-|A|SEP:-|N,,augmented
S-403 I-Beam,S,S,BEAM,12,6,3,2,0,0,0,1,0,1,1,0,0,1,1,3,S,NONE,NONE,S-403 I-BEAM,A|SEP:-|N|SPACE|A|SEP:-|A,,augmented
