token,normalized_token,target_section,source,reviewer_correction,validation_status,quantity,page_number,bbox,ocr_confidence,line_context
PIPE 8XS,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
STD Pipe-PIPE8XS,STDPIPEPIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE_8XS,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8XS A53,PIPE8XSA53,PIPE8XS,aisc_augmented,False,reference,,,,,
Pipe-PIPE8XS,PIPEPIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPEBXS,PIPEBXS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8XS STD Pipe,PIPE8XSSTDPIPE,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8 X S,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE 8 X S,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8XS ASTM A53,PIPE8XSASTMA53,PIPE8XS,aisc_augmented,False,reference,,,,,
Pipe PIPE8XS ASTM A53,PIPEPIPE8XSASTMA53,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8×S,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
Pipe PIPE8XS A53,PIPEPIPE8XSA53,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8XS Pipe,PIPE8XSPIPE,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE8XS Steel Pipe,PIPE8XSSTEELPIPE,PIPE8XS,aisc_augmented,False,reference,,,,,
PIPE-8XS,PIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
Steel Pipe-PIPE8XS,STEELPIPEPIPE8XS,PIPE8XS,aisc_augmented,False,reference,,,,,
STD Pipe-PIPE8XXS,STDPIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8 X  X S,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
pipe8xxs,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8XXS A53,PIPE8XXSA53,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8XXS Pipe,PIPE8XXSPIPE,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8XXS STD Pipe,PIPE8XXSSTDPIPE,PIPE8XXS,aisc_augmented,False,reference,,,,,
Pipe PIPE8XXS ASTM A53,PIPEPIPE8XXSASTMA53,PIPE8XXS,aisc_augmented,False,reference,,,,,
P 8XXS,P8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
Pipe PIPE8XXS,PIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
STD Pipe PIPE8XXS,STDPIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8 X XS,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8XXS ASTM A53,PIPE8XXSASTMA53,PIPE8XXS,aisc_augmented,False,reference,,,,,
Steel Pipe PIPE8XXS,STEELPIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
Pipe PIPE8XXS A53,PIPEPIPE8XXSA53,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE 8 X  X S,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
Steel Pipe-PIPE8XXS,STEELPIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE_8XXS,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPEBXXS,PIPEBXXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE 8XXS,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8××S,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
Pipe-PIPE8XXS,PIPEPIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE8XXS Steel Pipe,PIPE8XXSSTEELPIPE,PIPE8XXS,aisc_augmented,False,reference,,,,,
PIPE-8XXS,PIPE8XXS,PIPE8XXS,aisc_augmented,False,reference,,,,,
S10X25.4 I-Beam,S10X25.4IBEAM,S10X25.4,aisc_augmented,False,reference,,,,,
S10X2S.4,S10X2S.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4 Beam,S10X25.4BEAM,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4 S Shape,S10X25.4SSHAPE,S10X25.4,aisc_augmented,False,reference,,,,,
Standard Beam S10X25.4,STANDARDBEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
SI0X25.4,SI0X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S Shape-S10X25.4,SSHAPES10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
Standard Beam-S10X25.4,STANDARDBEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
Beam S10X25.4,BEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10×25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S1OX25.4,S1OX25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
Standard Beam S10X25.4 A36,STANDARDBEAMS10X25.4A36,S10X25.4,aisc_augmented,False,reference,,,,,
S Shape S10X25.4,SSHAPES10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S-10X25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
I-Beam S10X25.4,IBEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4 ASTM A36,S10X25.4ASTMA36,S10X25.4,aisc_augmented,False,reference,,,,,
Beam S10X25.4 A36,BEAMS10X25.4A36,S10X25.4,aisc_augmented,False,reference,,,,,
Beam-S10X25.4,BEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4 Standard Beam,S10X25.4STANDARDBEAM,S10X25.4,aisc_augmented,False,reference,,,,,
Beam S10X25.4 ASTM A36,BEAMS10X25.4ASTMA36,S10X25.4,aisc_augmented,False,reference,,,,,
S 10 X 25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
I-Beam-S10X25.4,IBEAMS10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S10X25.4 A36,S10X25.4A36,S10X25.4,aisc_augmented,False,reference,,,,,
S_10X25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S 10X25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
Standard Beam S10X25.4 ASTM A36,STANDARDBEAMS10X25.4ASTMA36,S10X25.4,aisc_augmented,False,reference,,,,,
S10 X 25.4,S10X25.4,S10X25.4,aisc_augmented,False,reference,,,,,
S 10 X 35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
I-Beam-S10X35,IBEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
Standard Beam-S10X35,STANDARDBEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
S Shape S10X35,SSHAPES10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 A36,S10X35A36,S10X35,aisc_augmented,False,reference,,,,,
S10×35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
Beam-S10X35,BEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 S Shape,S10X35SSHAPE,S10X35,aisc_augmented,False,reference,,,,,
I-Beam S10X35,IBEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 I-Beam,S10X35IBEAM,S10X35,aisc_augmented,False,reference,,,,,
Standard Beam S10X35 ASTM A36,STANDARDBEAMS10X35ASTMA36,S10X35,aisc_augmented,False,reference,,,,,
S Shape-S10X35,SSHAPES10X35,S10X35,aisc_augmented,False,reference,,,,,
Beam S10X35,BEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 Beam,S10X35BEAM,S10X35,aisc_augmented,False,reference,,,,,
SI0X35,SI0X35,S10X35,aisc_augmented,False,reference,,,,,
S10X3S,S10X3S,S10X35,aisc_augmented,False,reference,,,,,
Beam S10X35 A36,BEAMS10X35A36,S10X35,aisc_augmented,False,reference,,,,,
Standard Beam S10X35 A36,STANDARDBEAMS10X35A36,S10X35,aisc_augmented,False,reference,,,,,
S 10X35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 ASTM A36,S10X35ASTMA36,S10X35,aisc_augmented,False,reference,,,,,
S1OX35,S1OX35,S10X35,aisc_augmented,False,reference,,,,,
S_10X35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
S10 X 35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
S10X35 Standard Beam,S10X35STANDARDBEAM,S10X35,aisc_augmented,False,reference,,,,,
Standard Beam S10X35,STANDARDBEAMS10X35,S10X35,aisc_augmented,False,reference,,,,,
Beam S10X35 ASTM A36,BEAMS10X35ASTMA36,S10X35,aisc_augmented,False,reference,,,,,
S-10X35,S10X35,S10X35,aisc_augmented,False,reference,,,,,
S12X31.8 Standard Beam,S12X31.8STANDARDBEAM,S12X31.8,aisc_augmented,False,reference,,,,,
Beam-S12X31.8,BEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.B,S12X31.B,S12X31.8,aisc_augmented,False,reference,,,,,
Beam S12X31.8 A36,BEAMS12X31.8A36,S12X31.8,aisc_augmented,False,reference,,,,,
Beam S12X31.8 ASTM A36,BEAMS12X31.8ASTMA36,S12X31.8,aisc_augmented,False,reference,,,,,
s12x31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
I-Beam S12X31.8,IBEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S-12X31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S Shape-S12X31.8,SSHAPES12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S12X3I.8,S12X3I.8,S12X31.8,aisc_augmented,False,reference,,,,,
S 12X31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.8 S Shape,S12X31.8SSHAPE,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.8 ASTM A36,S12X31.8ASTMA36,S12X31.8,aisc_augmented,False,reference,,,,,
Beam S12X31.8,BEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.8 Beam,S12X31.8BEAM,S12X31.8,aisc_augmented,False,reference,,,,,
S12×31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X31.8 A36,STANDARDBEAMS12X31.8A36,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.8 A36,S12X31.8A36,S12X31.8,aisc_augmented,False,reference,,,,,
S12X31.8 I-Beam,S12X31.8IBEAM,S12X31.8,aisc_augmented,False,reference,,,,,
S_12X31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S Shape S12X31.8,SSHAPES12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X31.8,STANDARDBEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
SI2X31.8,SI2X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S 12 X 31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
I-Beam-S12X31.8,IBEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
Standard Beam-S12X31.8,STANDARDBEAMS12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
S12 X 31.8,S12X31.8,S12X31.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X31.8 ASTM A36,STANDARDBEAMS12X31.8ASTMA36,S12X31.8,aisc_augmented,False,reference,,,,,
Beam S12X35 ASTM A36,BEAMS12X35ASTMA36,S12X35,aisc_augmented,False,reference,,,,,
S Shape S12X35,SSHAPES12X35,S12X35,aisc_augmented,False,reference,,,,,
SI2X35,SI2X35,S12X35,aisc_augmented,False,reference,,,,,
S12X35 I-Beam,S12X35IBEAM,S12X35,aisc_augmented,False,reference,,,,,
S12X35 ASTM A36,S12X35ASTMA36,S12X35,aisc_augmented,False,reference,,,,,
S12X35 Standard Beam,S12X35STANDARDBEAM,S12X35,aisc_augmented,False,reference,,,,,
Standard Beam S12X35 A36,STANDARDBEAMS12X35A36,S12X35,aisc_augmented,False,reference,,,,,
S12X35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S12X35 Beam,S12X35BEAM,S12X35,aisc_augmented,False,reference,,,,,
Beam S12X35 A36,BEAMS12X35A36,S12X35,aisc_augmented,False,reference,,,,,
Beam-S12X35,BEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
S12 X 35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S12×35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S 12X35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S 12 X 35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
Standard Beam S12X35,STANDARDBEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
S12X3S,S12X3S,S12X35,aisc_augmented,False,reference,,,,,
Standard Beam-S12X35,STANDARDBEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
Standard Beam S12X35 ASTM A36,STANDARDBEAMS12X35ASTMA36,S12X35,aisc_augmented,False,reference,,,,,
Beam S12X35,BEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
S_12X35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S12X35 S Shape,S12X35SSHAPE,S12X35,aisc_augmented,False,reference,,,,,
S Shape-S12X35,SSHAPES12X35,S12X35,aisc_augmented,False,reference,,,,,
I-Beam-S12X35,IBEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
I-Beam S12X35,IBEAMS12X35,S12X35,aisc_augmented,False,reference,,,,,
S-12X35,S12X35,S12X35,aisc_augmented,False,reference,,,,,
S12X35 A36,S12X35A36,S12X35,aisc_augmented,False,reference,,,,,
S12X40.8 ASTM A36,S12X40.8ASTMA36,S12X40.8,aisc_augmented,False,reference,,,,,
S Shape S12X40.8,SSHAPES12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
s12x40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12 X 40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X40.8 ASTM A36,STANDARDBEAMS12X40.8ASTMA36,S12X40.8,aisc_augmented,False,reference,,,,,
Standard Beam-S12X40.8,STANDARDBEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S Shape-S12X40.8,SSHAPES12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.8 I-Beam,S12X40.8IBEAM,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.B,S12X40.B,S12X40.8,aisc_augmented,False,reference,,,,,
S_12X40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S-12X40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S 12 X 40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
Beam S12X40.8 A36,BEAMS12X40.8A36,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.8 Standard Beam,S12X40.8STANDARDBEAM,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.8 A36,S12X40.8A36,S12X40.8,aisc_augmented,False,reference,,,,,
I-Beam-S12X40.8,IBEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.8 S Shape,S12X40.8SSHAPE,S12X40.8,aisc_augmented,False,reference,,,,,
S 12X40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
Beam S12X40.8,BEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X40.8 A36,STANDARDBEAMS12X40.8A36,S12X40.8,aisc_augmented,False,reference,,,,,
Standard Beam S12X40.8,STANDARDBEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12X4O.8,S12X4O.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12X40.8 Beam,S12X40.8BEAM,S12X40.8,aisc_augmented,False,reference,,,,,
I-Beam S12X40.8,IBEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S12×40.8,S12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
Beam S12X40.8 ASTM A36,BEAMS12X40.8ASTMA36,S12X40.8,aisc_augmented,False,reference,,,,,
Beam-S12X40.8,BEAMS12X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
SI2X40.8,SI2X40.8,S12X40.8,aisc_augmented,False,reference,,,,,
S Shape S12X50,SSHAPES12X50,S12X50,aisc_augmented,False,reference,,,,,
S-12X50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 Beam,S12X50BEAM,S12X50,aisc_augmented,False,reference,,,,,
Beam-S12X50,BEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 Standard Beam,S12X50STANDARDBEAM,S12X50,aisc_augmented,False,reference,,,,,
Standard Beam S12X50,STANDARDBEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
S Shape-S12X50,SSHAPES12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 I-Beam,S12X50IBEAM,S12X50,aisc_augmented,False,reference,,,,,
S 12X50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
S 12 X 50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
SI2X50,SI2X50,S12X50,aisc_augmented,False,reference,,,,,
S12X5O,S12X5O,S12X50,aisc_augmented,False,reference,,,,,
S12XS0,S12XS0,S12X50,aisc_augmented,False,reference,,,,,
S12 X 50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
Beam S12X50 ASTM A36,BEAMS12X50ASTMA36,S12X50,aisc_augmented,False,reference,,,,,
I-Beam-S12X50,IBEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 S Shape,S12X50SSHAPE,S12X50,aisc_augmented,False,reference,,,,,
Beam S12X50 A36,BEAMS12X50A36,S12X50,aisc_augmented,False,reference,,,,,
s12x50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
Standard Beam S12X50 A36,STANDARDBEAMS12X50A36,S12X50,aisc_augmented,False,reference,,,,,
Standard Beam S12X50 ASTM A36,STANDARDBEAMS12X50ASTMA36,S12X50,aisc_augmented,False,reference,,,,,
S12×50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 ASTM A36,S12X50ASTMA36,S12X50,aisc_augmented,False,reference,,,,,
Standard Beam-S12X50,STANDARDBEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
S_12X50,S12X50,S12X50,aisc_augmented,False,reference,,,,,
I-Beam S12X50,IBEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
Beam S12X50,BEAMS12X50,S12X50,aisc_augmented,False,reference,,,,,
S12X50 A36,S12X50A36,S12X50,aisc_augmented,False,reference,,,,,
Beam S15X42.9,BEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
SI5X42.9,SI5X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Standard Beam S15X42.9 A36,STANDARDBEAMS15X42.9A36,S15X42.9,aisc_augmented,False,reference,,,,,
I-Beam S15X42.9,IBEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
I-Beam-S15X42.9,IBEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 S Shape,S15X42.9SSHAPE,S15X42.9,aisc_augmented,False,reference,,,,,
Standard Beam-S15X42.9,STANDARDBEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Standard Beam S15X42.9,STANDARDBEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S1SX42.9,S1SX42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 I-Beam,S15X42.9IBEAM,S15X42.9,aisc_augmented,False,reference,,,,,
S 15 X 42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Beam S15X42.9 ASTM A36,BEAMS15X42.9ASTMA36,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 Standard Beam,S15X42.9STANDARDBEAM,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 Beam,S15X42.9BEAM,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 A36,S15X42.9A36,S15X42.9,aisc_augmented,False,reference,,,,,
S Shape-S15X42.9,SSHAPES15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S15×42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S 15X42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S Shape S15X42.9,SSHAPES15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Standard Beam S15X42.9 ASTM A36,STANDARDBEAMS15X42.9ASTMA36,S15X42.9,aisc_augmented,False,reference,,,,,
S_15X42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S-15X42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Beam-S15X42.9,BEAMS15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
Beam S15X42.9 A36,BEAMS15X42.9A36,S15X42.9,aisc_augmented,False,reference,,,,,
S15 X 42.9,S15X42.9,S15X42.9,aisc_augmented,False,reference,,,,,
S15X42.9 ASTM A36,S15X42.9ASTMA36,S15X42.9,aisc_augmented,False,reference,,,,,
I-Beam-S15X50,IBEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
Beam-S15X50,BEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
S15 X 50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
S15X50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
S Shape S15X50,SSHAPES15X50,S15X50,aisc_augmented,False,reference,,,,,
S Shape-S15X50,SSHAPES15X50,S15X50,aisc_augmented,False,reference,,,,,
S-15X50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
S15X50 ASTM A36,S15X50ASTMA36,S15X50,aisc_augmented,False,reference,,,,,
Beam S15X50 ASTM A36,BEAMS15X50ASTMA36,S15X50,aisc_augmented,False,reference,,,,,
S15X5O,S15X5O,S15X50,aisc_augmented,False,reference,,,,,
S15X50 I-Beam,S15X50IBEAM,S15X50,aisc_augmented,False,reference,,,,,
Beam S15X50 A36,BEAMS15X50A36,S15X50,aisc_augmented,False,reference,,,,,
S15XS0,S15XS0,S15X50,aisc_augmented,False,reference,,,,,
S15×50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
Standard Beam-S15X50,STANDARDBEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
S_15X50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
Standard Beam S15X50 ASTM A36,STANDARDBEAMS15X50ASTMA36,S15X50,aisc_augmented,False,reference,,,,,
SI5X50,SI5X50,S15X50,aisc_augmented,False,reference,,,,,
S 15 X 50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
S1SX50,S1SX50,S15X50,aisc_augmented,False,reference,,,,,
S 15X50,S15X50,S15X50,aisc_augmented,False,reference,,,,,
S15X50 Beam,S15X50BEAM,S15X50,aisc_augmented,False,reference,,,,,
S15X50 Standard Beam,S15X50STANDARDBEAM,S15X50,aisc_augmented,False,reference,,,,,
Standard Beam S15X50 A36,STANDARDBEAMS15X50A36,S15X50,aisc_augmented,False,reference,,,,,
Beam S15X50,BEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
S15X50 S Shape,S15X50SSHAPE,S15X50,aisc_augmented,False,reference,,,,,
I-Beam S15X50,IBEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
S15X50 A36,S15X50A36,S15X50,aisc_augmented,False,reference,,,,,
Standard Beam S15X50,STANDARDBEAMS15X50,S15X50,aisc_augmented,False,reference,,,,,
S18×54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
Standard Beam-S18X54.7,STANDARDBEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
I-Beam S18X54.7,IBEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
Standard Beam S18X54.7 ASTM A36,STANDARDBEAMS18X54.7ASTMA36,S18X54.7,aisc_augmented,False,reference,,,,,
Standard Beam S18X54.7 A36,STANDARDBEAMS18X54.7A36,S18X54.7,aisc_augmented,False,reference,,,,,
S Shape S18X54.7,SSHAPES18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 I-Beam,S18X54.7IBEAM,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 Standard Beam,S18X54.7STANDARDBEAM,S18X54.7,aisc_augmented,False,reference,,,,,
SI8X54.7,SI8X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S Shape-S18X54.7,SSHAPES18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
I-Beam-S18X54.7,IBEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
Beam-S18X54.7,BEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 A36,S18X54.7A36,S18X54.7,aisc_augmented,False,reference,,,,,
S-18X54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 Beam,S18X54.7BEAM,S18X54.7,aisc_augmented,False,reference,,,,,
Standard Beam S18X54.7,STANDARDBEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 S Shape,S18X54.7SSHAPE,S18X54.7,aisc_augmented,False,reference,,,,,
S18XS4.7,S18XS4.7,S18X54.7,aisc_augmented,False,reference,,,,,
S18X54.7 ASTM A36,S18X54.7ASTMA36,S18X54.7,aisc_augmented,False,reference,,,,,
Beam S18X54.7 ASTM A36,BEAMS18X54.7ASTMA36,S18X54.7,aisc_augmented,False,reference,,,,,
S18 X 54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S_18X54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S 18X54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
Beam S18X54.7,BEAMS18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
Beam S18X54.7 A36,BEAMS18X54.7A36,S18X54.7,aisc_augmented,False,reference,,,,,
S1BX54.7,S1BX54.7,S18X54.7,aisc_augmented,False,reference,,,,,
S 18 X 54.7,S18X54.7,S18X54.7,aisc_augmented,False,reference,,,,,
SI8X70,SI8X70,S18X70,aisc_augmented,False,reference,,,,,
S18X7O,S18X7O,S18X70,aisc_augmented,False,reference,,,,,
Beam-S18X70,BEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
S 18 X 70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
S18X70,S18X70,S18X70,aisc_augmented,False,reference,,,,,
S Shape S18X70,SSHAPES18X70,S18X70,aisc_augmented,False,reference,,,,,
Beam S18X70 ASTM A36,BEAMS18X70ASTMA36,S18X70,aisc_augmented,False,reference,,,,,
Standard Beam S18X70 A36,STANDARDBEAMS18X70A36,S18X70,aisc_augmented,False,reference,,,,,
S1BX70,S1BX70,S18X70,aisc_augmented,False,reference,,,,,
Beam S18X70,BEAMS18X70,S18X70,aisc_augmented,False,reference,,,,,
Standard Beam S18X70 ASTM A36,STANDARDBEAMS18X70ASTMA36,S18X70,aisc_augmented,False,reference,,,,,
S18X70 I-Beam,S18X70IBEAM,S18X70,aisc_augmented,False,reference,,,,,
S18X70 ASTM A36,S18X70ASTMA36,S18X70,aisc_augmented,False,reference,,,,,
S18X70 Beam,S18X70BEAM,S18X70,aisc_augmented,False,reference,,,,,
