token,class,category,source,approved_at,unknown_id,ranking_score,correct,eval_split
W18X40,W18X40,structural_section,human_review,2026-09-04T14:05:12.669008+00:00,55d6831a-2435-4848-b6b1-9f2a6fbd4af9,0.870000,1,train
W12X16,W12X16,structural_section,human_review,2026-09-04T14:05:12.669060+00:00,0579cbec-b45b-469c-a86b-e502a46771dd,0.870000,1,train
HSS10X8X3/8,HSS10X8X3/8,structural_section,human_review,2026-09-04T14:05:12.669108+00:00,595b88b9-955a-4384-b31b-c7ef394b1354,0.870000,1,train
HSS8X8X1/2,HSS8X8X1/2,structural_section,human_review,2026-09-04T14:05:12.669156+00:00,a11cf254-9379-4221-b233-45a607369529,0.870000,1,train
W24X68,W24X68,structural_section,human_review,2026-09-07T06:29:26.006938+00:00,475f3ffc-a915-48e4-9305-eca1aba51e6b,0.825400,1,train
W16X26,W16X26,structural_section,human_review,2026-09-07T06:29:26.009304+00:00,c678b5ee-4011-40f8-a4ef-b01bd7deea23,0.604300,1,train
W16X31,W16X31,structural_section,human_review,2026-09-07T06:29:26.009380+00:00,4a509149-2563-4efb-88dc-6208fb1c104c,0.550000,1,test
W21X55,W21X55,structural_section,human_review,2026-09-07T06:29:26.009417+00:00,384620b4-0542-474e-a937-149a20d874a1,0.824800,1,train
W18X35,W18X35,structural_section,human_review,2026-09-07T06:29:26.009447+00:00,f8d46d02-2c71-490d-9697-f44135c97639,0.933700,1,train
W14X22,W14X22,structural_section,human_review,2026-09-07T06:29:26.009495+00:00,8351f9c4-336b-4392-acee-be44bd3432e3,0.644200,1,train
W21X44,W21X44,structural_section,human_review,2026-09-07T06:29:26.009523+00:00,d52fbae4-ebed-440c-b9b9-d750074b38f4,0.844600,1,train
W8X15,W8X15,structural_section,human_review,2026-09-07T06:29:26.009580+00:00,bf080a7d-d1b3-4bdf-80d9-0ea85d0a6fdd,0.550000,1,train
L5X3X5/16,L5X3X5/16,structural_section,human_review,2026-09-07T06:29:26.009608+00:00,fb59d682-7dc8-4d41-b5b5-8e62110c7bd3,0.720000,1,test
W10X22,W10X22,structural_section,human_review,2026-09-07T06:29:26.009644+00:00,f374a3a2-c245-468e-a9ae-0b863a7c579f,0.720000,1,test
L5X3,L5X3X1/2,structural_section,human_review,2026-09-07T06:29:26.009673+00:00,8dc8dbf9-af4c-4af0-97f1-0b33b1b84acb,0.000000,1,train
L6X6X3/8,L6X6X3/8,structural_section,human_review,2026-09-07T06:29:26.009728+00:00,e1b4c7f0-0d06-4336-9256-520c826e207f,0.720000,1,train
L8X6X1/2,L8X6X1/2,structural_section,human_review,2026-09-07T06:29:26.009755+00:00,6426c539-5322-4d2e-8606-6009e919206e,0.998900,1,train
HSS14X10X1/4,HSS14X10X1/4,structural_section,human_review,2026-09-07T06:29:26.009782+00:00,d1d654ee-4dfb-4655-bf00-35f871ba2521,0.870000,1,train
W30X108,W30X108,structural_section,human_review,2026-09-07T06:29:26.009809+00:00,a87930b5-9f4b-4da2-a69c-6048046793b0,0.870000,1,train
W10X33,W10X33,structural_section,human_review,2026-09-07T06:29:26.009834+00:00,59746f09-b103-4e71-99d9-89ebb9a0a1c6,0.870000,1,train
W18X40,W18X40,structural_section,human_review,2026-09-07T06:29:26.009889+00:00,1a0e92f8-8f02-41de-ac3a-c6b7b9b97922,0.870000,1,test
W10X15,W10X15,structural_section,human_review,2026-09-07T06:29:26.009942+00:00,7f0b17e7-f6ae-4d00-ac4d-dffd1c661516,0.870000,1,train
L6x4x3/8,L6X4X3/8,structural_section,human_review,2026-09-07T06:29:26.009969+00:00,2c5192e2-40d4-4df7-a7f0-a395f72ef07c,0.870000,1,train
L3x2x3/16,L3X2X3/16,structural_section,human_review,2026-09-07T06:29:26.009997+00:00,eb17c70b-33aa-4b78-bb02-3a1c74d5199d,0.870000,1,train
W10X39,W10X39,structural_section,human_review,2026-09-07T07:18:41.145085+00:00,9aa88d3c-319f-4bcf-b947-c07c30f5d205,0.833700,1,train
W10X49,W10X49,structural_section,human_review,2026-09-07T07:18:41.145918+00:00,aeb6ccff-c562-49fd-ab3c-27983cf205ed,0.829500,1,train
W10X54,W10X54,structural_section,human_review,2026-09-07T07:18:41.146041+00:00,b798037c-3f27-46c4-beb6-e1a35cbca79c,0.832200,1,train
W10X45,W10X45,structural_section,human_review,2026-09-07T07:18:41.146107+00:00,2540429e-7f3a-4d53-b285-eae5468c3656,0.834600,1,train
L4X4X3/8,L4X4X3/8,structural_section,human_review,2026-09-07T07:18:41.146159+00:00,05127585-b417-432c-a208-49b7833eb5c8,0.550000,1,train
HSS14X6X1/2,HSS14X6X1/2,structural_section,human_review,2026-09-07T07:18:41.146223+00:00,db1e6344-15b7-479c-b5e6-8c574c7f24a6,0.748000,1,train
W12X40,W12X40,structural_section,human_review,2026-09-07T07:18:41.146276+00:00,05bab433-9e53-4542-9774-af54cfd28501,0.697500,1,train
W12X22,W12X22,structural_section,human_review,2026-09-07T07:18:41.146327+00:00,f8cb912f-aebd-4e9a-996d-2727248e9adb,0.704000,1,train
W14X22,W14X22,structural_section,human_review,2026-09-07T07:18:41.146378+00:00,25cd611a-c102-4b59-87ae-be92b8ce9dc4,0.705000,1,train
W18X40,W18X40,structural_section,human_review,2026-09-07T07:18:41.146427+00:00,fc34821d-2fdc-44aa-8ecb-1c8874a591dc,0.591600,1,train
W16X31,W16X31,structural_section,human_review,2026-09-07T07:18:41.146476+00:00,a47c6629-7aea-49fb-9b8d-935f6ebc0c3f,0.999000,1,train
W16X26,W16X26,structural_section,human_review,2026-09-07T07:18:41.146557+00:00,b4155c59-1005-41c1-a627-3be7f3937058,0.550000,1,train
W18X35,W18X35,structural_section,human_review,2026-09-07T07:18:41.146609+00:00,e16441fc-d491-4409-8abb-5e8a2c79c1c0,0.981000,1,train
W14X198,W14X68,structural_section,human_review,2026-09-07T07:18:41.146658+00:00,389c2172-3bb2-4c70-b321-1a13dc51b5f9,0.000000,1,validation
W14X145,W14X145,structural_section,human_review,2026-09-07T07:18:41.146706+00:00,d2253776-c952-4464-b835-fce1cdea8a58,0.996700,1,train
W14X132,W14X132,structural_section,human_review,2026-09-07T07:18:41.146763+00:00,66e31e9c-ebe1-42c1-8df7-bfca56e2dfbf,0.720000,1,train
W14X90,W14X90,structural_section,human_review,2026-09-07T07:18:41.146837+00:00,227f0ab4-e78f-47b1-9868-2ea33fed8242,0.720000,1,train
W14X82,W14X82,structural_section,human_review,2026-09-07T07:18:41.146885+00:00,b12cf2a4-923d-48c6-8594-a9ef2cf4c125,0.720000,1,train
W14X68,W14X68,structural_section,human_review,2026-09-07T07:18:41.147066+00:00,53bcffd3-edd2-40b7-af71-be734dadf1af,0.720000,1,train
W14X61,W14X61,structural_section,human_review,2026-09-07T07:18:41.147139+00:00,cb915153-77c9-44f5-8258-721d3ff6df9e,0.720000,1,train
W12X120,W12X120,structural_section,human_review,2026-09-07T07:18:41.147195+00:00,b8695b1f-6286-4c37-b2e4-904f68424e78,0.720000,1,train
W12X106,W12X106,structural_section,human_review,2026-09-07T07:18:41.147245+00:00,5e50d28f-c158-436b-aba8-011668bb1782,0.720000,1,validation
W8X40,W8X40,structural_section,human_review,2026-09-07T07:18:41.147291+00:00,57797d40-5bdd-4430-af38-cadbc0f89ebb,0.870000,1,train
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-09-07T07:18:41.147387+00:00,37a6d24f-83ca-4cf3-b799-7c32a7e14186,0.000000,1,validation
W10X60,W10X60,structural_section,human_review,2026-09-07T07:18:41.147441+00:00,63c5404c-5557-4fe7-95f1-be497ff8be67,0.870000,1,train
W10X33,W10X33,structural_section,human_review,2026-09-07T07:19:17.587636+00:00,4f92fd05-a950-497b-bfd2-49bfc17cb0d4,0.870000,1,train
HSS10X0.625,W10X54,structural_section,human_review,2026-09-07T07:19:17.587858+00:00,8fbc5703-fbde-4b32-bcff-541b33026d94,0.000000,1,test
HSS6X6X1/2,HSS6X6X1/2,structural_section,human_review,2026-09-07T07:19:17.587932+00:00,f4108159-a1e8-4c14-aeec-1e4d4d5fcbb5,0.870000,1,train
HSS8X6X3/8,HSS8X6X3/8,structural_section,human_review,2026-09-07T07:19:17.587988+00:00,a339a01a-af80-4443-8128-c6e8b5979c02,0.870000,1,validation
HSS6X6X3/8,HSS6X6X3/8,structural_section,human_review,2026-09-07T07:19:17.588038+00:00,f23b858a-a37e-495b-ac26-c4e2677aef93,0.870000,1,train
L4X3-1/2X5/16,L4X3X5/16,structural_section,human_review,2026-09-07T07:19:17.588085+00:00,6b5fcc12-1406-4c8b-baa0-1d1a925585dc,0.000000,1,train
"L3X3X3/8X0'-10""",L3X3X3/8,structural_section,human_review,2026-09-07T07:19:17.588131+00:00,0186cfce-fdbe-4b70-8bcd-f89ab98b46ce,0.898100,1,train
"L4X3X3/8X0'-6""",L4X3X3/8,structural_section,human_review,2026-09-07T07:19:17.588176+00:00,fd714349-0664-4f69-a6a2-ce6ebf59a870,0.978600,1,train
"L3x3x1/4x0'-3"",",L3X3X1/4,structural_section,human_review,2026-09-07T07:19:17.588225+00:00,c56ca487-8946-48be-a12a-00d930b6ebc5,0.870000,1,train
"L4X4X3/8X0'-8""",L4X4X3/8,structural_section,human_review,2026-09-07T07:19:17.588270+00:00,8913e91d-92db-4441-87d0-a7b78983ae7a,0.870000,1,train
W12X252,W12X252,structural_section,human_review,2026-09-07T07:19:17.588314+00:00,b775d492-96df-4157-9474-4e18675db34c,0.870000,1,train
HSS14X6X5/8,HSS14X6X5/8,structural_section,human_review,2026-09-07T07:19:17.588358+00:00,c6bfe59b-23ac-4363-896b-15fe93d3c7a8,0.870000,1,train
W24X84,W24X84,structural_section,human_review,2026-09-07T07:19:17.588402+00:00,19ba8e62-cdfd-4354-8478-f51ba0586355,0.870000,1,train
W8x31,W8X31,structural_section,human_review,2026-09-07T07:19:17.588446+00:00,88cb9f3f-9c0e-4153-bda4-1b607993615e,0.870000,1,validation
HSS20X8X5/8,HSS20X8X5/8,structural_section,human_review,2026-09-07T07:19:17.588491+00:00,10820a96-d2eb-4a5b-aecb-f6fa0e280dac,0.870000,1,train
W21X48,W21X48,structural_section,human_review,2026-09-07T07:19:17.588534+00:00,029b3c89-a625-498c-9835-f98aa586d333,0.870000,1,train
W10X30,W10X30,structural_section,human_review,2026-09-07T07:19:17.588578+00:00,4405ba07-72c5-48c8-9acd-5b439e10bd64,0.870000,1,train
W12X30,W12X30,structural_section,human_review,2026-09-07T07:19:17.588622+00:00,65818493-eb88-489a-a2f9-b6018750b5ff,0.870000,1,train
W10X22,W10X22,structural_section,human_review,2026-09-07T07:19:17.588663+00:00,3f9ec42e-b9ea-45bc-bb0e-dd324d3a3f74,0.870000,1,train
W12X19,W12X19,structural_section,human_review,2026-09-07T07:19:17.588704+00:00,441f3549-27bb-4010-a5b6-9eab1027934d,0.870000,1,train
W12X26,W12X26,structural_section,human_review,2026-09-07T07:19:17.588919+00:00,d374b08b-a8fc-4a4a-8f9c-84ab3facb93e,0.870000,1,train
W10X15,W10X15,structural_section,human_review,2026-09-07T07:19:17.588982+00:00,d8a559fc-b112-4eb9-9ad4-949f9d8359bd,0.870000,1,train
W10X19,W10X19,structural_section,human_review,2026-09-07T07:19:17.589032+00:00,16fe8260-f043-4b09-80bc-b5b222798406,0.870000,1,train
W21X50,W21X50,structural_section,human_review,2026-09-07T07:19:17.589078+00:00,f192e8bf-6633-4adc-9ae4-f1d9e1c79e88,0.870000,1,train
W21X44,W21X44,structural_section,human_review,2026-09-07T07:19:17.589124+00:00,0494bf6b-0a12-41a6-b032-2fa08fde3951,0.870000,1,validation
W12X16,W12X16,structural_section,human_review,2026-09-07T07:19:27.671919+00:00,056fa0e4-73e4-4938-b23a-15c48686b937,0.870000,1,train
HSS10X8X3/8,HSS10X8X3/8,structural_section,human_review,2026-09-07T07:19:27.677168+00:00,b11bf61f-4ff5-4eee-9ab1-c000f705aaff,0.870000,1,train
W18X50,W18X50,structural_section,human_review,2026-09-07T07:19:27.686127+00:00,c6ca15a5-773b-4e93-8466-d6c85f142b2e,0.870000,1,validation
W10X60,W10X60,structural_section,human_review,2026-09-07T08:40:16.872777+00:00,b3481e9d-3dd9-4817-a406-ebb6a211cf74,0.839100,1,train
W10X54,W10X54,structural_section,human_review,2026-09-07T08:40:16.881672+00:00,855000a5-0a6f-49ee-9f95-e257143d1e74,0.790700,1,train
W10X45,W10X45,structural_section,human_review,2026-09-07T08:40:16.881785+00:00,f5e9578f-8a99-4174-8954-2be379cf3604,0.780400,1,test
W12X65,W12X65,structural_section,human_review,2026-09-07T08:40:16.881847+00:00,208fe44d-55a5-4260-a676-ee751cb6633c,0.781000,1,train
W14X68,W14X68,structural_section,human_review,2026-09-07T08:40:16.881900+00:00,ae5565d8-9826-4f0f-901a-6c99875d5ae9,0.550000,1,test
W14X132,W14X132,structural_section,human_review,2026-09-07T08:40:16.881947+00:00,493ce1e7-8150-4611-989e-0299b7a306ae,0.812300,1,train
W14X120,W14X120,structural_section,human_review,2026-09-07T08:40:16.882324+00:00,2b5f020a-6ec3-4d1e-a0c4-e02b997e26bf,0.811400,1,train
W24X55,W24X55,structural_section,human_review,2026-09-07T08:40:16.882461+00:00,14758d1d-af2f-4a8f-a9e1-27f6898c2565,0.999900,1,train
HSS12X6X1/2,HSS12X6X1/2,structural_section,human_review,2026-09-07T08:40:16.882509+00:00,b13a14b5-def2-4fd2-aebd-f644cbde546f,0.829100,1,train
W14X34,W14X34,structural_section,human_review,2026-09-07T08:40:16.882553+00:00,8eb17a00-76d3-49f7-807f-226471cf5d6e,0.680000,1,train
W12X22,W12X22,structural_section,human_review,2026-09-07T08:40:16.882594+00:00,13b26d19-eccf-4307-9914-44419d00158d,0.663400,1,train
W16X36,W16X36,structural_section,human_review,2026-09-07T08:40:16.882631+00:00,024e5eb7-a1e4-4b43-95b5-7313ba8b2abe,0.550000,1,validation
HSS8X6X5/16,HSS8X6X5/16,structural_section,human_review,2026-09-07T08:40:16.882670+00:00,90059ab1-bf9c-4714-aaa3-ab9f97cfd464,0.743400,1,train
L3X3X1/4,L3X3X1/4,structural_section,human_review,2026-09-07T08:40:16.882708+00:00,572f5e41-6762-4075-ae1b-77bb2f7977b5,0.799400,1,train
W14X26,W14X26,structural_section,human_review,2026-09-07T08:40:16.882746+00:00,aff12d38-ca79-4d8e-bdf6-25ba3f50da9c,0.657200,1,train
W8X13,W8X13,structural_section,human_review,2026-09-07T08:40:16.882784+00:00,d6ba1dd4-8221-4e1a-9a57-ecef5961e126,0.717600,1,train
W18X35,W18X35,structural_section,human_review,2026-09-07T08:40:16.882821+00:00,9df4ffa8-b00c-44f8-9552-183d548a75c0,0.837100,1,train
HSS6X3X3/8,HSS6X3X3/8,structural_section,human_review,2026-09-07T08:40:16.882860+00:00,4ae05a12-a103-444a-bae5-431cd6e7292f,0.711000,1,train
W21X55,W21X55,structural_section,human_review,2026-09-07T08:40:16.882899+00:00,1d5c94ca-51c0-43fd-86d6-b51022e9f559,0.550000,1,train
W21X44,W21X44,structural_section,human_review,2026-09-07T08:40:16.882937+00:00,c7114757-2c72-4467-968b-457404ed8d22,0.550000,1,train
W18X55,W18X55,structural_section,human_review,2026-09-07T08:40:16.882973+00:00,a8af4cd8-91c9-4bc6-8bdc-38a9cb02049d,0.550000,1,train
W18X40,W18X40,structural_section,human_review,2026-09-07T08:40:16.883011+00:00,e5f1ff68-efa7-4e13-85ca-82b46c5b85dd,0.550000,1,train
WT4X14,WT4X14,structural_section,human_review,2026-09-07T08:40:16.883047+00:00,8ff38671-17a3-4bdc-9ec1-6d4c37522959,0.782000,1,train
WT6X11,WT6X11,structural_section,human_review,2026-09-07T08:40:16.883085+00:00,4eba3455-89dc-4de4-b2fa-de75bdc264f2,0.968800,1,train
W12X16,W12X16,structural_section,human_review,2026-09-07T08:40:16.883122+00:00,501d0fb0-e2c1-4185-83b1-1a4c3474c878,0.673600,1,train
L3X3X3/8,L3X3X3/8,structural_section,human_review,2026-09-07T08:40:37.318650+00:00,d8558f90-0548-4ddf-80d4-aee89aaa5de9,0.696900,1,train
W14X22,W14X22,structural_section,human_review,2026-09-07T08:40:37.318829+00:00,b89e5b1a-462a-43ba-bb9b-7d8530aa7904,0.704900,1,train
W16X31,W16X31,structural_section,human_review,2026-09-07T08:40:37.318903+00:00,3ecbbc95-2a08-440f-b29d-02a72d457fa5,0.708200,1,train
W16X40,W16X40,structural_section,human_review,2026-09-07T08:40:37.318961+00:00,356a013e-c7f0-41c2-b19a-28591fff3c28,0.550000,1,test
W16X26,W16X26,structural_section,human_review,2026-09-07T08:40:37.319017+00:00,f97a16fd-5779-4a83-9d03-a7f6949beda5,0.584100,1,test
W8X35,W8X35,structural_section,human_review,2026-09-07T08:40:37.319071+00:00,33ef1edc-1b6b-4a7e-ba7b-3c1556c6285a,0.870000,1,train
W10X77,W10X77,structural_section,human_review,2026-09-07T08:40:37.319122+00:00,cbcd074b-8bc0-41e2-9ca9-4fefd68f6a89,0.870000,1,train
W10X68,W10X68,structural_section,human_review,2026-09-07T08:40:37.319170+00:00,a90d400c-0ea4-40bf-ad1e-66bd14427bbc,0.870000,1,train
W10X49,W10X49,structural_section,human_review,2026-09-07T08:40:37.319222+00:00,670e0768-11f3-41a0-ab4d-65b22cff688f,0.870000,1,train
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-09-07T08:40:37.319275+00:00,b16ec57d-aa98-44b9-beff-fec5f04770d5,0.000000,1,train
W8X40,W8X40,structural_section,human_review,2026-09-07T08:40:37.319329+00:00,91919941-89cf-4ce3-8ccd-e64f33063b8c,0.870000,1,train
W12X50,W12X50,structural_section,human_review,2026-09-07T08:40:37.319383+00:00,3e92db6f-d290-4d41-9cc4-d18b3174b146,0.870000,1,test
HSS8X8X1/2,HSS8X8X1/2,structural_section,human_review,2026-09-07T08:40:37.319434+00:00,8a7fba96-3d1b-4871-9e9c-c17a01ad083d,0.870000,1,train
W8X31,W8X31,structural_section,human_review,2026-09-07T08:40:37.319487+00:00,acf1dcab-7174-4b06-86d4-751d474d7c53,0.870000,1,validation
HSS10X8X5/8,HSS10X8X5/8,structural_section,human_review,2026-09-07T08:40:37.319538+00:00,9e240a3e-a656-4b5c-a200-4798dc636080,0.870000,1,train
W14X90,W14X90,structural_section,human_review,2026-09-07T08:40:37.319589+00:00,9ab7bcd4-b516-4914-a763-9f33a68abd22,0.870000,1,train
W14X82,W14X82,structural_section,human_review,2026-09-07T08:40:37.319638+00:00,6ce5f693-ff48-4c15-a302-fa7999a4a76b,0.870000,1,validation
HSS6x6,HSS6X6X1/2,structural_section,human_review,2026-09-07T08:40:37.319685+00:00,1c24a9e7-931c-4a91-8faf-a6f4e5216013,0.000000,1,train
W18X50,W18X50,structural_section,human_review,2026-09-07T08:40:37.319732+00:00,aef98384-a482-4596-81fb-03ccea9a5de8,0.870000,1,test
W27X84,W27X84,structural_section,human_review,2026-09-07T08:40:37.319796+00:00,b01043e3-f99d-4038-a229-ddf7c7f82af8,0.870000,1,train
HSS14X6X3/8,HSS14X6X3/8,structural_section,human_review,2026-09-07T08:40:37.319844+00:00,d6c3aec1-4ce0-4864-8286-c9979bbad123,0.870000,1,validation
W8X24,W8X24,structural_section,human_review,2026-09-07T08:40:37.319902+00:00,e5bdea17-ebb1-4e57-8aca-9fb8ff81cabb,0.870000,1,train
W8X18,W8X18,structural_section,human_review,2026-09-07T08:40:37.319953+00:00,b5ad6efd-b6fd-459a-a38e-0f0eb332deb4,0.870000,1,train
HSS14X6X5/8,HSS14X6X5/8,structural_section,human_review,2026-09-07T08:40:37.320001+00:00,91ef5f7c-1ca4-4216-b2f5-8f1b06481e77,0.870000,1,train
HSS8X8X3/8,HSS8X8X3/8,structural_section,human_review,2026-09-07T08:40:37.320048+00:00,2d545535-e98c-4182-bca4-7bf6c9c7b15c,0.870000,1,validation
W8x24(E),W8X24,structural_section,human_review,2026-09-07T08:41:19.961622+00:00,b59ef6b1-4457-4103-8670-ec3d98e9aa9e,0.870000,1,train
W12X19,W12X19,structural_section,human_review,2026-09-07T08:41:19.961796+00:00,5e623acd-e669-4603-af3a-f534a98218b0,0.870000,1,train
W16X50,W16X50,structural_section,human_review,2026-09-07T08:41:19.961868+00:00,43352b27-3b1c-4591-83d5-048850f50eae,0.870000,1,test
W12X26,W12X26,structural_section,human_review,2026-09-07T08:41:19.961923+00:00,f67f50d5-6725-445b-913f-7ef52fd6085d,0.870000,1,train
W10X22,W10X22,structural_section,human_review,2026-09-07T08:41:19.961973+00:00,ab1ffb35-0322-4370-a71a-e8a37b5a70e6,0.870000,1,train
W21X50,W21X50,structural_section,human_review,2026-09-07T08:41:19.962019+00:00,30164a74-8193-4e60-acc9-8a0a6b680eae,0.870000,1,train
W8X21,W8X21,structural_section,human_review,2026-09-07T08:41:19.962066+00:00,f266961d-bcfc-4549-93f3-69ad22a081a3,0.870000,1,validation
W8X48,W8X48,structural_section,human_review,2026-09-07T08:41:19.962112+00:00,d929ede7-f9b2-4df0-8c7f-67b424041f91,0.870000,1,test
C8X13.7,C8X13.75,structural_section,human_review,2026-09-07T08:41:19.962157+00:00,87939de5-5a77-4ac5-9b29-f2fcec16e238,0.000000,1,train
HSS16X4X1/2,HSS16X4X1/2,structural_section,human_review,2026-09-07T08:41:19.962203+00:00,6ca7738e-a4e8-4758-9e08-17feb8203eff,0.870000,1,train
HSS8X6X3/8,HSS8X6X3/8,structural_section,human_review,2026-09-07T08:41:19.962248+00:00,5f4b67d2-f2c6-4624-a8e5-263b33fe1f74,0.870000,1,train
HSS6X6X3/8,HSS6X6X3/8,structural_section,human_review,2026-09-07T08:41:19.962291+00:00,fd09ef33-1392-404d-946c-0be5ca4d9a9b,0.870000,1,train
HSS10X6X5/8,HSS10X6X5/8,structural_section,human_review,2026-09-07T08:41:19.962338+00:00,36ccd745-d5d2-4d33-aaac-9e13b66c5d76,0.870000,1,train
HSS12X6X5/8,HSS12X6X5/8,structural_section,human_review,2026-09-07T08:41:19.962384+00:00,b530634a-64e0-4284-ba32-dcfa03c3dc16,0.870000,1,train
W10X60,W10X60,structural_section,human_review,2026-09-07T09:58:33.574032+00:00,51ada51c-f72f-4593-a673-157b65f9d9de,0.834600,1,train
W10X49,W10X49,structural_section,human_review,2026-09-07T09:58:33.574871+00:00,d54df4ac-8f00-4c46-8ea4-8d527513931c,0.829500,1,train
W10X54,W10X54,structural_section,human_review,2026-09-07T09:58:33.575024+00:00,9a870741-6faf-4c0f-8967-16cf70c11717,0.832200,1,train
W10X45,W10X45,structural_section,human_review,2026-09-07T09:58:33.575100+00:00,64cd4d99-5a92-4306-a69c-3881d8e941c2,0.834600,1,train
W10X33,W10X33,structural_section,human_review,2026-09-07T09:58:33.575156+00:00,29bc6abe-9163-4bc8-8462-3f70684f4d33,0.831600,1,train
L4X4X3/8,L4X4X3/8,structural_section,human_review,2026-09-07T09:58:33.575250+00:00,7133cb09-6995-4f9c-9d44-99d4de24874e,0.603300,1,train
HSS14X6X1/2,HSS14X6X1/2,structural_section,human_review,2026-09-07T09:58:33.575311+00:00,1fd9decd-c0f5-4e70-b056-052be4537220,0.748000,1,train
W12X22,W12X22,structural_section,human_review,2026-09-07T09:58:33.575359+00:00,4ff019dc-0c81-4f86-96b6-0ac15746fa3d,0.704000,1,validation
W14X22,W14X22,structural_section,human_review,2026-09-07T09:58:33.575406+00:00,b6273725-f793-4a34-8d5f-80852f52f304,0.550000,1,train
W18X40,W18X40,structural_section,human_review,2026-09-07T09:58:33.575453+00:00,87ad8738-4f5c-4d00-ac0e-13f59f34b751,0.591600,1,train
W16X31,W16X31,structural_section,human_review,2026-09-07T09:58:33.576629+00:00,62bf2155-7236-44a9-9741-d525bd8531b9,0.699800,1,validation
HSS10X8X3/8,HSS10X8X3/8,structural_section,human_review,2026-09-07T09:58:33.576836+00:00,83888c32-3434-41f3-9d15-8f29cc849c75,0.687600,1,train
W16X26,W16X26,structural_section,human_review,2026-09-07T09:58:33.576912+00:00,858f2069-94f6-4684-9ef5-e7fc647e5344,0.550000,1,train
W12X16,W12X16,structural_section,human_review,2026-09-07T09:58:33.576979+00:00,c3148afd-bbae-44bf-94ad-0597686e60c1,0.743600,1,train
W18X35,W18X35,structural_section,human_review,2026-09-07T09:58:33.577043+00:00,95928f51-ef7c-4b61-a83f-726e240a2fb7,0.998700,1,validation
W8X40,W8X40,structural_section,human_review,2026-09-07T09:58:33.577089+00:00,25865622-a6fa-4e4a-ad40-f9ec4f804e37,0.870000,1,test
HSS10X0.500,HSS10.000X0.500,structural_section,human_review,2026-09-07T09:58:33.577134+00:00,3bd270be-64b3-4213-88c7-96bb10210ef7,0.000000,1,train
W10X39,W10X39,structural_section,human_review,2026-09-07T09:58:33.577179+00:00,f6f8a3b5-d943-4b66-914d-fb22b79c010e,0.870000,1,train
HSS10X0.625,W10X54,structural_section,human_review,2026-09-07T09:58:33.577223+00:00,2c92b904-9aac-42fb-88ed-53b0f242b7e3,0.000000,1,train
HSS6X6X1/2,HSS6X6X1/2,structural_section,human_review,2026-09-07T09:58:33.577265+00:00,12d5e7f8-19fd-48d6-bf14-8b0a3d6f81ca,0.870000,1,test
HSS8X6X3/8,HSS8X6X3/8,structural_section,human_review,2026-09-07T09:58:33.577309+00:00,e81291a5-8231-43f6-90a0-36ddbcd116e7,0.870000,1,train
HSS6X6X3/8,HSS6X6X3/8,structural_section,human_review,2026-09-07T09:58:33.577353+00:00,efe6f1fb-0e51-437a-bd14-701c26d12c34,0.870000,1,train
HSS14X6X5/8,HSS14X6X5/8,structural_section,human_review,2026-09-07T09:58:33.577648+00:00,918deefd-eb35-4749-b024-1fa42026c909,0.870000,1,train
W24X84,W24X84,structural_section,human_review,2026-09-07T09:58:33.577715+00:00,46187faa-9fbc-4c07-a9d2-67de51a7b723,0.870000,1,train
W8x31,W8X31,structural_section,human_review,2026-09-07T09:58:33.577838+00:00,192f121e-e0a8-4efc-9a47-e98272ce8646,0.870000,1,train
HSS20X8X5/8,HSS20X8X5/8,structural_section,human_review,2026-09-07T09:58:41.721274+00:00,b64e396c-4880-42d6-b9d1-c687c6b96b2f,0.870000,1,train
W10X15,W10X15,structural_section,human_review,2026-09-07T09:58:41.721450+00:00,cd752907-6474-495b-b332-3a51a14594e3,0.870000,1,train
W12X40,W12X40,structural_section,human_review,2026-09-07T09:58:41.721532+00:00,9663b056-5937-4708-a402-59ad78fda7ce,0.870000,1,train
W10X30,W10X30,structural_section,human_review,2026-09-07T09:58:41.721591+00:00,770892de-7090-456c-8190-abe64d305f3e,0.870000,1,train
HSS12X6X3/8,HSS12X6X3/8,structural_section,human_review,2026-09-07T09:58:41.721641+00:00,41f54d90-97b2-48b7-b6a8-cedc4831f43f,0.870000,1,train
HSS10X6X3/8,HSS10X6X3/8,structural_section,human_review,2026-09-07T09:58:41.721693+00:00,ba6de0f6-02b4-4dc5-aee3-28fbdf92180c,0.870000,1,train
W12X26,W12X26,structural_section,human_review,2026-09-07T09:58:41.721745+00:00,1d1fb472-d717-4561-a507-455cf2b3613b,0.870000,1,validation
W10X19,W10X19,structural_section,human_review,2026-09-07T09:58:41.721796+00:00,80501d95-4239-43ed-b56d-17f75f4a4e5a,0.870000,1,train
W21X50,W21X50,structural_section,human_review,2026-09-07T09:58:41.721846+00:00,ff32016f-67ef-4c43-8170-94df6079d180,0.870000,1,train
W21X44,W21X44,structural_section,human_review,2026-09-07T09:58:41.721899+00:00,5d7c3282-0d32-47a6-b2eb-aaba6f7aad9a,0.870000,1,train
W18X50,W18X50,structural_section,human_review,2026-09-07T09:58:41.721958+00:00,2cef4b0d-239f-4ed6-9682-198fa16b6af6,0.870000,1,train
